,id,common_name,binomial,category,order,family,colour1,colour2,colour3,min_length,max_length,min_weight,max_weight,voice,descriptions,diet,sources,vic,nsw,qld,act,nt,sa,tas,wa
20,41,Hardhead,Aythya australis,"Ducks, geese and swans",Anseriformes,Anatidae,brown,,,45.0,60.0,810.0,860.0,,"Hardhead is a diving duck, sometimes named White-eyed  Duck.",Hardhead feeds mainly on aquatic invertebrates such as  mussels and freshwater shellfish. It also consumes aquatic plants and their  seeds.,"HANDBOOK  OF THE BIRDS OF THE WORLD vol 1 by Josep  del  Hoyo-Andrew Elliot-Jordi Sargatal - Lynx  Edicions - ISBN: 8487334105
GUIDE DES CANARDS, DES OIES ET  DES CYGNES – de  Steve Madge - Delachaux et Niestlé - ISBN: 2603013769
Avibase (Lepage Denis) 
Wikipedia (Wikipedia, The Free Encyclopedia) 
Birds in backyards (Birds Australia and Australian Museum)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21,42,Blue-billed duck,Oxyura australis,"Ducks, geese and swans",Anseriformes,Anatidae,chestnut,,,35.0,44.0,810.0,850.0,,Blue-billed Duck is endemic to Australia.,"Blue-billed Duck feeds on aquatic insects and larvae.  It also consumes seeds, buds, stems, leaves and fruits of several aquatic  plants, emergent or submerged. They also feed on aquatic invertebrates such as  crustaceans, molluscs, spiders…","HANDBOOK  OF THE BIRDS OF THE WORLD vol 1 by Josep  del  Hoyo-Andrew Elliot-Jordi Sargatal - Lynx  Edicions - ISBN: 8487334105
GUIDE DES CANARDS, DES OIES ET  DES CYGNES – de  Steve Madge - Delachaux et Niestlé - ISBN: 2603013769
Avibase (Lepage Denis)

Birds in backyards (Birds Australia and Australian Museum) 
Wikipedia (Wikipedia, The Free Encyclopedia)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22,43,Red-tailed tropicbird,Phaethon rubricauda,Tropicbirds,Phaethontiformes,Phaethontidae,white,,,78.0,81.0,600.0,830.0,http://www.xeno-canto.org/species/Phaethon-rubricauda,"Red-tailed tropicbird is the less common of  tropicbirds, and the largest of the three species.","Red-tailed Tropicbird feeds on fish, mainly on flying  fish taken in flight. It also consumes squid and crustaceans.","HANDBOOK  OF THE BIRDS OF THE WORLD vol 1 by Josep  del  Hoyo-Andrew Elliot-Jordi Sargatal - Lynx  Edicions - ISBN: 8487334105
Avibase (Lepage Denis) 
What Bird-The ultimate Bird Guide (Mitchell Waite) 
CREAGUS@Monterey Bay (Don Roberson) 
Bird Friends of San Diego County (Audubon Society) 

 
Home Page
Page Family Phaethontidae 
Summary Cards",1.0,1.0,1.0,,1.0,1.0,1.0,1.0
23,44,White-tailed tropicbird,Phaethon lepturus,Tropicbirds,Phaethontiformes,Phaethontidae,white,,,70.0,82.0,220.0,410.0,http://www.xeno-canto.org/species/Phaethon-lepturus,"White-tailed  Tropicbird is the smallest of the three Tropicbirds. It is locally called  “Longtail”, referring to its long tail (about 33 to 45 cm).","White-tailed  Tropicbird feeds on small fish, mainly flying fish often caught in flight. It  also takes squid and crabs.","HANDBOOK  OF THE BIRDS OF THE WORLD vol 1 by Josep  del  Hoyo-Andrew Elliot-Jordi Sargatal - Lynx  Edicions - ISBN: 8487334105
Avibase (Lepage Denis) 
Wikipedia (Wikipedia, The Free Encyclopedia) 
CREAGUS@Monterey Bay (Don Roberson) 
What Bird-The ultimate Bird Guide (Mitchell Waite) 
The Birds  of North America online",1.0,1.0,1.0,,,,,1.0
24,48,Great crested grebe,Podiceps cristatus,Grebes,Podicipediformes,Podicipedidae,dark brown,,,46.0,61.0,800.0,1490.0,,"This so elegant aquatic bird performs spectacular  courtship displays, a kind of “pas de deux” in the middle of a lake, with the  reeds as witnesses and sometimes us, when we are lucky!","The Great-crested Grebe feeds mainly on fish of  various sizes and species, and even small eels. It also takes numerous insects’  species, aquatic invertebrates, crustaceans (crayfish and shrimps), molluscs  (snails) and amphibians’ adults and larvae. It may consume some plant matter  too.","HANDBOOK OF THE BIRDS OF THE WORLD vol 1 by Josep del Hoyo-Andrew   Elliot-Jordi Sargatal - Lynx Edicions - ISBN: 8487334105
THE HANDBOOK OF BIRD IDENTIFICATION FOR EUROPE AND THE WESTERN   PALEARCTIC by Mark Beaman, Steve Madge - C.Helm - ISBN: 0713639601
THE COMPLETE BOOK OF BRITISH BIRDS – Written by “Royal Society for   the Protection of Birds” experts - Préface de Magnus Magnusson - Michael Cady- Rob Hume Editors - ISBN: 0749509112   
Avibase (Lepage Denis) 
ARKive (Christopher Parsons) 
BirdLife   International (BirdLife   International)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25,54,Laughing dove,Spilopelia senegalensis,Pigeons and doves,Columbiformes,Columbidae,brown,,,25.0,27.0,70.0,92.0,http://www.xeno-canto.org/species/Spilopelia-senegalensis,"The Laughing Dove has peculiar feature, making it  different from other Columbidae species. This dove has the feathers used in  displays on the foreneck, instead of the nape or the hindneck.","The Laughing Dove feeds on grains and seeds, but also  takes small insects, flies, ants and termites. This species favours the  sunflower seeds and the grains of maize. In addition, it consumes fruits,  nectar from Aloe, some invertebrates and small snails.","HANDBOOK OF THE BIRDS OF THE WORLD vol 4 by Josep del   Hoyo-Andrew Elliott-Jordi Sargatal - Lynx Edicions - ISBN:   8487334229
PIGEONS AND DOVES by David Gibbs, Eustace   Barnes and John Cox - Pica Press Sussex - ISBN: 1873403607
BIRDS OF THE GAMBIA AND SENEGAL by Clive   Barlow and Tim Wacher – Helm Field guides – ISBN: 0713675497
BIRDS OF THE MIDDLE EAST by R.F. Porter, S.   Christensen, P Schiermacker-Ansen C.Helm - ISBN: 0713670169
ENCYCLOPEDIE DES OISEAUX DE FRANCE ET D’EUROPE – de   Peter Hayman et Rob Hume - Flammarion – ISBN : 2082009920 
THE HANDBOOK OF BIRD IDENTIFICATION FOR EUROPE AND THE   WESTERN PALEARCTIC by Mark Beaman, Steve Madge - C.Helm - ISBN:   0713639601
Avibase (Lepage Denis)",1.0,1.0,1.0,,,1.0,,1.0
26,55,Spotted dove,Spilopelia chinensis,Pigeons and doves,Columbiformes,Columbidae,brown,,,29.0,32.0,150.0,170.0,http://www.xeno-canto.org/species/Spilopelia-chinensis,"Spotted Dove is a stocky bird with square-tipped tail.  Adult has pale brown upperparts, streaked with dark buff. Breast is pale  pinkish-grey. Belly is white. Long tail is brown with white tips. When in  flight, we can see the blackish flight feathers.
    Head is pale, pinkish to greyish. We can see a black  patch finely spotted with white on the rear neck, between nape and upper back. 
    Bill is blackish. Eyes are reddish-brown. Legs and  feet are red. 
    Both sexes are similar. 
    Juvenile has duller plumage and lacks the rear neck  patch.",Spotted Dove feeds mainly on seeds and grains. Dove  drinks by sucking and doesn’t have to tilt the head back to swallow.,"HANDBOOK  OF THE BIRDS OF THE WORLD vol 4 by Josep  del Hoyo-Andrew  Elliott-Jordi Sargatal -  Lynx Edicions - ISBN: 8487334229
PIGEONS  AND DOVES by David  Gibbs, Eustace Barnes and John Cox - Pica Press Sussex - ISBN: 1873403607
Avibase (Lepage Denis)

What Bird-The ultimate Bird Guide (Mitchell Waite) 
Wikipedia (Wikipedia, The Free  Encyclopedia) 
Birds in backyards (Birds Australia and Australian Museum) 
All About Birds (Cornell Lab of Ornithology)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27,56,Brown cuckoo-dove,Macropygia phasianella,Pigeons and doves,Columbiformes,Columbidae,brown,,,39.0,45.0,150.0,240.0,http://www.xeno-canto.org/species/Macropygia-phasianella,"The Brown  Cuckoo-Dove has long, graduated tail, often used for balance while the bird  hangs from the branches to reach the food.","The Brown  Cuckoo-Dove feeds mainly on fruits, berries and seeds from several plant  species. This genus has a muscular gizzard which allows the bird to digest very  hard seeds. 
It forages  in low bushes and understorey, and also shrubby weeds.","HANDBOOK OF THE BIRDS OF THE WORLD vol 4 by Josep del Hoyo-Andrew Elliott-Jordi Sargatal - Lynx Edicions - ISBN: 8487334229
PIGEONS AND DOVES by David  Gibbs, Eustace Barnes and John Cox - Pica Press Sussex - ISBN:  1873403607
Avibase (Lepage Denis) 
Birds  in backyards (Birds Australia and Australian Museum) 
Wikipedia, the free encyclopaedia",1.0,1.0,1.0,,,,,
28,58,Common bronzewing,Phaps chalcoptera,Pigeons and doves,Columbiformes,Columbidae,brown,,,30.0,36.0,230.0,390.0,http://www.xeno-canto.org/species/Phaps-chalcoptera,Common Bronzewing is a fairly large bird with plump  body and small head. It is endemic to Australia.,"Common Bronzewing feeds mainly on seeds, and other  plant matter such as berries, weeds and grass seeds, and sometimes leaves and  small invertebrates.","HANDBOOK  OF THE BIRDS OF THE WORLD vol 4 by Josep  del  Hoyo-Andrew Elliott-Jordi Sargatal -  Lynx Edicions - ISBN: 8487334229
PIGEONS  AND DOVES by David  Gibbs, Eustace Barnes and John Cox - Pica Press Sussex - ISBN: 1873403607
Avibase (Lepage Denis) 
Birds in backyards (Birds Australia and Australian Museum) 
Wikipedia (Wikipedia, The Free Encyclopedia) 
Welcome to  the Australian Museum",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29,61,Crested pigeon,Ocyphaps lophotes,Pigeons and doves,Columbiformes,Columbidae,grey-brown,,,30.0,35.0,120.0,230.0,http://www.xeno-canto.org/species/Ocyphaps-lophotes,"Crested Pigeon is endemic to Australia. 
    Upperparts are greyish brown. There is conspicuous  black barring on scapulars and wing coverts. The other wing coverts such as  greaters, tertials and secondaries have glossy metallic green-purple colours,  with prominent white fringes. Tail is grey-brown with paler tip.
    Underparts are pale dove-grey. The sides of neck and  breast are washed vinous-pink. Vent is buffy-grey. Undertail coverts are darker  grey. Underwing coverts are white, with grey flight feathers.
    Head is soft grey with conspicuous long crest. This  pointed crest has grey base and black tips. It is usually erect. Nape is darker  grey.
    Bill is dark grey to blackish, with grey base and  cere. Eyes are orange-yellow, with pinkish-red eye-ring. Legs and feet are  pinkish-red to red.
    Both sexes are similar.","Crested Pigeon feeds mainly on seeds from grass and  trees, but also those of cereal crops. It also may consume leaves and insects.
    Crested Pigeon feeds in flocks, and they also  congregate at waterholes for drinking.","HANDBOOK  OF THE BIRDS OF THE WORLD vol 4 by Josep  del  Hoyo-Andrew Elliott-Jordi Sargatal -  Lynx Edicions - ISBN: 8487334229
BIRDS OF  ASIA AND AUSTRALIA  by David  Alderton – Southwater - ISBN : 184215978X
Avibase (Lepage Denis) 
Wikipedia (Wikipedia, The Free Encyclopedia) 
Birds in backyards (Birds Australia and Australian Museum) 
Honolulu Zoo",1.0,1.0,1.0,1.0,1.0,1.0,,1.0
30,62,Spinifex pigeon,Geophaps plumifera,Pigeons and doves,Columbiformes,Columbidae,brown,,,20.0,22.0,68.0,98.0,http://www.xeno-canto.org/species/Geophaps-plumifera,"Spinifex Pigeon is endemic to Australia. It  is a small, plump, terrestrial species.","Spinifex Pigeon feeds on various dry seeds of grasses  and herbs, especially those of spinifex Triodia. It also consumes invertebrates  and leaves, and it needs to drink frequently.","HANDBOOK  OF THE BIRDS OF THE WORLD vol 4 by Josep  del  Hoyo-Andrew Elliott-Jordi Sargatal -  Lynx Edicions - ISBN: 8487334229
PIGEONS  AND DOVES by David  Gibbs, Eustace Barnes and John Cox - Pica Press Sussex - ISBN: 1873403607
Avibase (Lepage Denis)

Wikipedia (Wikipedia, The Free Encyclopedia)",,,1.0,,1.0,1.0,,1.0
31,68,Peaceful dove,Geopelia striata,Pigeons and doves,Columbiformes,Columbidae,brown-grey,,,19.0,21.0,50.0,60.0,http://www.xeno-canto.org/species/Geopelia-placida,Peaceful Dove is native to Australia  and New Guinea.,"Peaceful Dove feeds mainly on the ground, searching  for small seeds of several plants, and eating sometimes small invertebrates.  This species forages in open areas, roadsides, parks and gardens. Peaceful Dove  needs water each day, twice or more.","PIGEONS  AND DOVES by David  Gibbs, Eustace Barnes and John Cox - Pica Press Sussex - ISBN: 1873403607
HANDBOOK  OF THE BIRDS OF THE WORLD vol 4 by Josep  del  Hoyo-Andrew Elliott-Jordi Sargatal -  Lynx Edicions - ISBN: 8487334229
Avibase (Lepage Denis) 
Birds in backyards (Birds Australia and Australian Museum) 
Wikipedia (Wikipedia, The Free Encyclopedia)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32,69,Bar-shouldered dove,Geopelia humeralis,Pigeons and doves,Columbiformes,Columbidae,blue-grey,,,26.0,29.0,100.0,160.0,http://www.xeno-canto.org/species/Geopelia-humeralis,Bar-shouldered Dove is native to Australia.,"Bar-shouldered Dove forages on the ground. It feeds  mainly on seeds of varied plants such as grasses and sedges, but it can also  eat rhizomes. This species needs to drink regularly during the day.","PIGEONS  AND DOVES by David  Gibbs, Eustace Barnes and John Cox - Pica Press Sussex - ISBN: 1873403607
HANDBOOK  OF THE BIRDS OF THE WORLD vol 4 by Josep  del  Hoyo-Andrew Elliott-Jordi Sargatal -  Lynx Edicions - ISBN: 8487334229
Avibase (Lepage Denis) 
Birds in backyards (Birds Australia and Australian Museum) 
Wikipedia (Wikipedia, The Free Encyclopedia)",1.0,1.0,1.0,1.0,1.0,,,1.0
33,70,Wonga pigeon,Leucosarcia melanoleuca,Pigeons and doves,Columbiformes,Columbidae,grey,white,,36.0,38.0,330.0,500.0,http://www.xeno-canto.org/species/Leucosarcia-melanoleuca,Wonga Pigeon is a plump terrestrial pigeon endemic to Australia.,"Wonga Pigeon forages on the ground, feeding on seeds  of varied plants, berries, fallen fruits and invertebrates such as insects and  larvae, worms and small snails.","HANDBOOK  OF THE BIRDS OF THE WORLD vol 4 by Josep  del  Hoyo-Andrew Elliott-Jordi Sargatal -  Lynx Edicions - ISBN: 8487334229
PIGEONS  AND DOVES by David  Gibbs, Eustace Barnes and John Cox - Pica Press Sussex - ISBN: 1873403607
Avibase (Lepage Denis) 
Birds in backyards (Birds Australia and Australian Museum) 
Wikipedia (Wikipedia, The Free Encyclopedia)",1.0,1.0,1.0,1.0,,,,
34,82,New Zealand pigeon,Hemiphaga novaeseelandiae,Pigeons and doves,Columbiformes,Columbidae,blue-green,,,50.0,51.0,630.0,650.0,,"phaga novaeseelandiae
Columbiformes Order – Columbidae family
INTRODUCTION: 
    This  large Columbidae is endemic to New Zealand where it is also known as Kereru,  and Kukupa in Northland. 
    This  arboreal species feeds mainly on fruit and flowers, and may fly long distances  to find its preferred food items. 
    The New  Zealand Pigeon is protected, but it is still hunted illegally in some forests,  and it is a good prey for the introduced mammalian predators.
    The  Chatham Island Pigeon is usually considered a separate species and will be  studied later.
    The Norfolk  Island Pigeon (H.n. spadicea) is extinct due to hunting and predation.   
DESCRIPTION OF THE BIRD:
Biometrics:
    Length:  50-51 cm
    Weight: 630-650  g
The  adult is a heavily built bird with iridescent metallic green upperparts. Nape,  mantle, scapulars and lesser wing-coverts show purple and bronze reflections.  Back and rump are duller, with pale silvery grey tinge on rump,  uppertail-coverts and bases of primaries, often conspicuous in flight. The tail  is blackish-brown with indistinct paler tip. There is a narrow white band  between the breast and the folded wing.",,"HANDBOOK  OF THE BIRDS OF THE WORLD vol 4 by Josep del Hoyo-Andrew Elliott-Jordi Sargatal - Lynx Edicions - ISBN: 8487334229
PIGEONS  AND DOVES by David  Gibbs, Eustace Barnes and John Cox - Pica Press Sussex - ISBN:  1873403607
KNOW  YOUR NEW ZEALAND BIRDS by Lynnette Moon - New Holland Publishers – ISBN: 1869660897
Avibase (Lepage Denis)  
BirdLife International (BirdLife  International)  
New Zealand Birds Online  
New Zealand bird status between 2008  and 2012 
Department of Conservation 
ARKive (Christopher Parsons)  
New Zealand birds and birding (Narena Olliver)  
Wikipedia, the free encyclopaedia 
Te Ara – The Encyclopedia of New  Zealand  
HBW Alive",,,1.0,,,,,1.0
35,83,Tawny frogmouth,Podargus strigoides,Frogmouths,Podargiformes,Podargidae,grey,,,35.0,53.0,200.0,680.0,,"Tawny Frogmouth is one of the best camouflaged in the  world. When perched in tree, it is very difficult to find it if motionless. It  resembles owls, but it is related to nightjars.","Tawny Frogmouth feeds mainly on nocturnal insects, but  it also consumes slugs, snails and worms. It can eat small mammals, reptiles, frogs  and birds, hunted from a perch by pouncing to the ground onto prey.","HANDBOOK  OF THE BIRDS OF THE WORLD Vol 5 by Josep  del Hoyo-Andrew Elliott-Jordi Sargatal - Lynx  Edicions - ISBN: 8487334253
Avibase (Lepage Denis) 
Welcome to  the Australian Museum 
Wikipedia (Wikipedia, The Free Encyclopedia) 
Birds in backyards (Birds Australia and Australian Museum) 
Arthur Grosset's Birds (Arthur Grosset)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
